,PM2.5,temperature,pressure,rain,wind_direction,wind_speed,Date
2227,48.0,23.5,1002.4,0.0,S,1.2,2013-01-06 21:00:00
2228,41.0,21.4,1002.9,0.0,WSW,0.5,2013-01-06 22:00:00
2229,41.0,20.7,1002.9,0.0,SE,0.6,2013-01-06 23:00:00
2923,271.0,24.6,996.1,0.0,ENE,0.8,2013-01-07 00:00:00
2924,245.0,24.3,995.1,0.0,N,0.0,2013-01-07 01:00:00
2925,167.0,24.3,994.8,0.0,NW,0.1,2013-01-07 02:00:00
2926,149.0,24.0,994.9,0.1,NE,0.7,2013-01-07 03:00:00
2927,155.0,23.9,995.3,0.0,NE,0.9,2013-01-07 04:00:00
2928,155.0,24.0,995.3,0.0,NE,1.2,2013-01-07 05:00:00
2929,162.0,24.4,995.6,0.0,NE,1.2,2013-01-07 06:00:00
2930,160.0,24.5,995.8,0.0,NE,1.2,2013-01-07 07:00:00
2931,171.0,24.8,995.6,0.0,NE,1.1,2013-01-07 08:00:00
2932,168.0,24.9,995.4,0.0,NE,1.0,2013-01-07 09:00:00
2933,175.0,24.8,995.2,0.0,N,1.8,2013-01-07 10:00:00
2934,181.0,24.7,995.3,0.0,N,1.2,2013-01-07 11:00:00
2935,181.0,24.9,994.2,0.0,NE,1.9,2013-01-07 12:00:00
2936,175.0,26.3,992.7,0.0,NE,2.0,2013-01-07 13:00:00
2937,199.0,27.8,992.5,0.0,ENE,1.7,2013-01-07 14:00:00
2938,212.0,27.0,992.3,0.0,NE,1.3,2013-01-07 15:00:00
2939,224.0,26.5,991.8,0.0,NE,2.0,2013-01-07 16:00:00
2940,225.0,26.0,991.3,0.0,ENE,1.5,2013-01-07 17:00:00
2941,221.0,25.6,991.4,0.0,NE,1.6,2013-01-07 18:00:00
2942,193.0,25.1,991.1,0.0,NE,2.1,2013-01-07 19:00:00
2943,193.0,24.5,990.8,0.5,NE,1.1,2013-01-07 20:00:00
2944,85.0,24.0,990.3,5.7,N,0.6,2013-01-07 21:00:00
2945,78.0,23.8,989.6,11.7,NE,1.1,2013-01-07 22:00:00
2946,53.0,21.7,990.7,21.0,N,4.9,2013-01-07 23:00:00
3667,32.0,21.7,996.4,0.0,NE,1.2,2013-01-08 00:00:00
3668,28.0,21.3,995.7,0.0,NE,1.8,2013-01-08 01:00:00
3669,21.0,20.9,995.8,0.0,E,0.8,2013-01-08 02:00:00
3670,22.0,20.7,996.3,0.0,WSW,0.5,2013-01-08 03:00:00
3671,22.0,20.6,996.4,0.0,WNW,0.0,2013-01-08 04:00:00
3672,25.0,21.0,996.7,0.1,SE,0.5,2013-01-08 05:00:00
3673,30.0,21.8,997.2,0.0,ENE,1.3,2013-01-08 06:00:00
3674,36.0,22.8,998.4,0.0,ENE,1.3,2013-01-08 07:00:00
3675,41.0,23.6,999.2,0.0,NE,1.5,2013-01-08 08:00:00
3676,38.0,23.8,998.8,0.5,ENE,1.0,2013-01-08 09:00:00
3677,38.0,23.4,999.1,0.6,SSW,0.7,2013-01-08 10:00:00
3678,39.0,22.5,999.0,2.9,S,1.1,2013-01-08 11:00:00
3679,47.0,23.1,999.4,0.3,SSW,0.6,2013-01-08 12:00:00
3680,46.0,24.1,998.3,0.0,N,1.2,2013-01-08 13:00:00
3681,52.0,24.4,997.9,0.0,SW,1.0,2013-01-08 14:00:00
3682,45.0,25.5,997.8,0.0,WNW,0.8,2013-01-08 15:00:00
3683,54.0,27.4,997.8,0.0,SW,0.7,2013-01-08 16:00:00
3684,56.0,27.2,997.3,0.0,NE,0.4,2013-01-08 17:00:00
3685,64.0,25.1,997.9,0.0,ENE,0.6,2013-01-08 18:00:00
3686,59.0,24.2,998.6,0.0,ESE,1.1,2013-01-08 19:00:00
3687,61.0,23.3,999.7,0.0,ESE,0.0,2013-01-08 20:00:00
3688,54.0,22.5,1000.6,0.0,WNW,0.9,2013-01-08 21:00:00
3689,68.0,22.3,1000.5,0.0,ESE,0.5,2013-01-08 22:00:00
3690,65.0,22.2,1000.1,0.0,SSW,0.5,2013-01-08 23:00:00
4410,46.0,20.2,1007.8,0.0,NE,1.3,2013-01-09 00:00:00
4411,55.0,19.0,1007.8,0.0,NNE,1.6,2013-01-09 01:00:00
4412,62.0,17.8,1007.9,0.0,NE,1.5,2013-01-09 02:00:00
4413,43.0,17.2,1007.8,0.0,NNE,0.7,2013-01-09 03:00:00
4414,32.0,17.1,1008.1,0.0,NE,1.2,2013-01-09 04:00:00
4415,28.0,16.6,1008.7,0.0,NNE,1.2,2013-01-09 05:00:00
4416,38.0,17.4,1008.9,0.0,NE,1.6,2013-01-09 06:00:00
4417,38.0,20.3,1009.0,0.0,NE,1.9,2013-01-09 07:00:00
4418,41.0,22.6,1009.2,0.0,NNE,1.9,2013-01-09 08:00:00
4419,39.0,24.6,1009.1,0.0,E,1.7,2013-01-09 09:00:00
4420,32.0,25.5,1008.8,0.0,E,1.9,2013-01-09 10:00:00
4421,34.0,27.1,1008.0,0.0,NNE,2.0,2013-01-09 11:00:00
4422,30.0,28.2,1007.4,0.0,W,1.5,2013-01-09 12:00:00
4423,26.0,29.2,1006.9,0.0,WSW,2.5,2013-01-09 13:00:00
4424,30.0,30.0,1005.7,0.0,SSW,0.8,2013-01-09 14:00:00
4425,34.0,30.2,1005.8,0.0,SE,1.6,2013-01-09 15:00:00
4426,46.0,29.6,1006.0,0.0,E,1.2,2013-01-09 16:00:00
4427,43.0,26.8,1006.4,0.0,E,0.8,2013-01-09 17:00:00
4428,43.0,26.1,1006.8,0.0,ENE,1.0,2013-01-09 18:00:00
4429,53.0,25.7,1007.9,0.0,SE,1.0,2013-01-09 19:00:00
4430,58.0,22.9,1009.3,0.0,SW,1.9,2013-01-09 20:00:00
4431,58.0,21.4,1009.4,0.0,W,0.8,2013-01-09 21:00:00
4432,55.0,19.3,1009.2,0.0,WNW,0.5,2013-01-09 22:00:00
4433,48.0,18.6,1009.2,0.0,NE,1.0,2013-01-09 23:00:00
5129,219.0,17.5,1011.1,0.0,NE,1.2,2013-01-10 00:00:00
5130,240.0,17.5,1011.0,0.0,NE,1.0,2013-01-10 01:00:00
5131,194.0,17.6,1010.4,0.0,NE,1.1,2013-01-10 02:00:00
5132,171.0,17.6,1010.0,0.0,NE,1.2,2013-01-10 03:00:00
5133,147.0,17.5,1010.1,0.0,N,0.7,2013-01-10 04:00:00
5134,131.0,17.5,1009.8,0.8,NE,0.7,2013-01-10 05:00:00
5135,123.0,17.4,1010.4,0.4,NNW,0.9,2013-01-10 06:00:00
5136,97.0,17.7,1010.9,0.6,NNW,1.1,2013-01-10 07:00:00
5137,108.0,17.3,1011.2,0.2,NE,0.8,2013-01-10 08:00:00
5138,92.0,17.1,1011.5,0.2,S,0.5,2013-01-10 09:00:00
5139,40.0,16.9,1011.5,0.2,NNE,0.6,2013-01-10 10:00:00
5140,19.0,18.0,1011.2,0.0,NE,1.2,2013-01-10 11:00:00
5141,5.0,20.2,1010.3,0.1,ENE,1.7,2013-01-10 12:00:00
5142,22.0,22.1,1010.0,0.0,SE,1.4,2013-01-10 13:00:00
5143,16.0,22.1,1010.0,0.0,ENE,1.7,2013-01-10 14:00:00
5144,3.0,22.3,1010.7,0.0,ESE,1.2,2013-01-10 15:00:00
5145,3.0,20.1,1011.1,0.0,E,0.5,2013-01-10 16:00:00
5146,8.0,17.8,1011.4,0.0,ESE,0.0,2013-01-10 17:00:00
5147,12.0,15.2,1012.6,0.0,WSW,0.0,2013-01-10 18:00:00
5148,21.0,14.6,1013.4,0.0,SSE,0.6,2013-01-10 19:00:00
5149,28.0,13.9,1014.4,0.0,SE,0.0,2013-01-10 20:00:00
5150,37.0,13.8,1015.2,0.0,NNW,0.4,2013-01-10 21:00:00
5151,41.0,13.4,1015.6,0.0,SSE,0.6,2013-01-10 22:00:00
5152,40.0,13.5,1016.2,0.0,NW,0.6,2013-01-10 23:00:00
5872,184.0,5.1,1022.1,0.0,E,0.6,2013-01-11 00:00:00
5873,228.0,4.4,1022.1,0.0,SSW,0.0,2013-01-11 01:00:00
5874,247.0,4.3,1021.6,0.0,ENE,0.7,2013-01-11 02:00:00
5875,210.0,4.6,1021.3,0.0,NE,1.1,2013-01-11 03:00:00
5876,213.0,4.9,1021.5,0.0,E,0.6,2013-01-11 04:00:00
5877,201.0,4.3,1021.3,0.0,E,0.6,2013-01-11 05:00:00
5878,175.0,4.8,1021.4,0.0,NE,0.4,2013-01-11 06:00:00
5879,174.0,5.9,1021.7,0.0,ENE,0.5,2013-01-11 07:00:00
5880,151.0,7.4,1022.4,0.0,NE,0.9,2013-01-11 08:00:00
5881,121.0,9.0,1022.0,0.0,NNE,0.8,2013-01-11 09:00:00
5882,142.0,10.4,1021.5,0.0,NE,1.0,2013-01-11 10:00:00
5883,152.0,11.0,1020.5,0.0,ENE,0.4,2013-01-11 11:00:00
5884,164.0,12.0,1019.7,0.0,SSW,1.0,2013-01-11 12:00:00
5885,189.0,12.7,1019.1,0.0,SW,2.0,2013-01-11 13:00:00
5886,219.0,12.3,1018.7,0.0,SW,1.9,2013-01-11 14:00:00
5887,275.0,11.7,1018.6,0.0,SW,2.9,2013-01-11 15:00:00
5888,234.0,10.6,1018.6,0.0,SSW,1.6,2013-01-11 16:00:00
5889,189.0,10.3,1018.8,0.0,SSW,1.2,2013-01-11 17:00:00
5890,145.0,9.1,1018.9,0.0,SSW,0.4,2013-01-11 18:00:00
5891,155.0,7.7,1019.1,0.0,W,0.4,2013-01-11 19:00:00
5892,137.0,6.6,1018.8,0.0,S,0.0,2013-01-11 20:00:00
5893,178.0,6.1,1018.7,0.0,WNW,0.5,2013-01-11 21:00:00
5894,151.0,6.5,1018.6,0.0,WNW,0.5,2013-01-11 22:00:00
5895,178.0,6.6,1018.3,0.0,N,0.0,2013-01-11 23:00:00
6590,37.0,-3.7,1019.7,0.0,WNW,0.0,2013-01-12 00:00:00
6591,37.0,-3.8,1019.8,0.0,S,0.5,2013-01-12 01:00:00
6592,42.0,-4.3,1019.3,0.0,WSW,0.7,2013-01-12 02:00:00
6593,44.0,-4.7,1019.0,0.0,NNE,0.2,2013-01-12 03:00:00
6594,46.0,-4.9,1018.8,0.0,NE,0.2,2013-01-12 04:00:00
6595,53.0,-5.2,1019.0,0.0,E,0.0,2013-01-12 05:00:00
6596,63.0,-5.6,1019.2,0.0,WNW,0.5,2013-01-12 06:00:00
6597,62.0,-4.8,1019.4,0.0,NE,0.6,2013-01-12 07:00:00
6598,56.0,-0.7,1019.6,0.0,ENE,1.0,2013-01-12 08:00:00
6599,60.0,5.9,1019.3,0.0,ENE,1.6,2013-01-12 09:00:00
6600,57.0,8.1,1018.9,0.0,ENE,1.5,2013-01-12 10:00:00
6601,60.0,9.2,1017.5,0.0,NE,1.5,2013-01-12 11:00:00
6602,69.0,10.9,1016.5,0.0,WNW,0.9,2013-01-12 12:00:00
6603,46.0,11.6,1015.6,0.0,SSE,1.4,2013-01-12 13:00:00
6604,43.0,11.7,1015.0,0.0,SSW,1.2,2013-01-12 14:00:00
6605,52.0,9.7,1015.1,0.0,WSW,1.9,2013-01-12 15:00:00
6606,67.0,6.3,1014.9,0.0,WSW,1.3,2013-01-12 16:00:00
6607,69.0,5.8,1014.9,0.0,SSW,1.9,2013-01-12 17:00:00
6608,58.0,5.9,1014.6,0.0,SW,1.9,2013-01-12 18:00:00
6609,85.0,2.3,1014.9,0.0,W,1.4,2013-01-12 19:00:00
6610,106.0,-0.3,1014.7,0.0,W,0.7,2013-01-12 20:00:00
6611,134.0,-1.2,1014.8,0.0,NE,0.5,2013-01-12 21:00:00
6612,127.0,-1.8,1014.7,0.0,NE,0.5,2013-01-12 22:00:00
6613,123.0,-2.7,1014.8,0.0,NE,1.0,2013-01-12 23:00:00
24,22.0,-0.4,1031.0,0.0,ENE,1.4,2013-02-03 00:00:00
25,14.0,-1.0,1031.3,0.0,NNE,1.1,2013-02-03 01:00:00
26,13.0,-1.5,1030.9,0.0,E,1.7,2013-02-03 02:00:00
27,3.0,-1.4,1030.6,0.0,NNE,1.4,2013-02-03 03:00:00
28,3.0,-1.5,1030.8,0.0,NNW,0.9,2013-02-03 04:00:00
29,9.0,-1.8,1030.1,0.0,NNE,2.0,2013-02-03 05:00:00
30,4.0,-2.5,1029.6,0.0,NW,0.7,2013-02-03 06:00:00
31,3.0,-1.7,1029.8,0.0,NE,1.2,2013-02-03 07:00:00
32,3.0,-0.4,1029.6,0.0,NE,1.8,2013-02-03 08:00:00
33,10.0,0.6,1029.7,0.0,NE,1.7,2013-02-03 09:00:00
34,11.0,1.7,1028.9,0.0,W,1.6,2013-02-03 10:00:00
35,18.0,2.2,1028.2,0.0,SSW,3.1,2013-02-03 11:00:00
36,26.0,2.7,1027.3,0.0,WSW,2.7,2013-02-03 12:00:00
37,25.0,3.3,1025.7,0.0,W,1.5,2013-02-03 13:00:00
38,26.0,3.8,1024.8,0.0,SE,1.3,2013-02-03 14:00:00
39,37.0,3.9,1024.1,0.0,WNW,1.2,2013-02-03 15:00:00
40,37.0,3.5,1023.6,0.0,WSW,2.5,2013-02-03 16:00:00
41,44.0,2.2,1023.4,0.0,SSE,0.4,2013-02-03 17:00:00
42,54.0,1.2,1023.2,0.0,W,0.9,2013-02-03 18:00:00
43,61.0,1.5,1022.9,0.0,NE,1.2,2013-02-03 19:00:00
44,67.0,1.2,1022.9,0.0,NNE,1.2,2013-02-03 20:00:00
45,74.0,0.6,1022.6,0.0,NE,1.3,2013-02-03 21:00:00
46,81.0,-0.6,1022.3,0.0,NNE,1.4,2013-02-03 22:00:00
47,93.0,-0.8,1021.1,0.0,N,1.3,2013-02-03 23:00:00
768,3.0,5.0,1018.0,0.0,NNE,1.3,2013-02-04 00:00:00
769,10.0,1.7,1017.7,0.0,WSW,1.3,2013-02-04 01:00:00
770,9.0,0.5,1017.4,0.0,W,0.6,2013-02-04 02:00:00
771,9.0,0.0,1016.9,0.0,SSW,0.7,2013-02-04 03:00:00
772,17.0,1.1,1016.5,0.0,SSW,1.4,2013-02-04 04:00:00
773,55.0,3.6,1016.6,0.0,WSW,1.2,2013-02-04 05:00:00
774,102.0,2.9,1016.5,0.0,WNW,1.2,2013-02-04 06:00:00
775,118.0,6.3,1016.2,0.0,SW,0.5,2013-02-04 07:00:00
776,126.0,8.3,1015.6,0.0,WNW,0.9,2013-02-04 08:00:00
777,126.0,10.6,1015.2,0.0,WSW,2.4,2013-02-04 09:00:00
778,162.0,12.4,1014.0,0.0,WSW,2.1,2013-02-04 10:00:00
779,161.0,14.3,1012.4,0.0,SSW,1.0,2013-02-04 11:00:00
780,145.0,15.1,1011.0,0.0,S,3.6,2013-02-04 12:00:00
781,131.0,16.6,1009.4,0.0,SSW,3.3,2013-02-04 13:00:00
782,136.0,17.7,1008.0,0.0,SW,4.6,2013-02-04 14:00:00
783,132.0,18.2,1006.7,0.0,SW,4.1,2013-02-04 15:00:00
784,117.0,17.5,1006.3,0.0,SSW,3.1,2013-02-04 16:00:00
785,134.0,16.9,1005.8,0.0,SW,2.6,2013-02-04 17:00:00
786,135.0,15.9,1005.6,0.0,SSW,3.1,2013-02-04 18:00:00
787,108.0,15.2,1005.9,0.0,SW,2.2,2013-02-04 19:00:00
788,108.0,13.6,1005.7,0.0,SW,1.9,2013-02-04 20:00:00
789,111.0,10.6,1005.6,0.0,SW,1.4,2013-02-04 21:00:00
790,111.0,8.5,1005.5,0.0,S,0.1,2013-02-04 22:00:00
791,124.0,8.4,1005.3,0.0,WSW,1.4,2013-02-04 23:00:00
1488,61.0,16.6,1007.7,0.0,SSW,1.4,2013-02-05 00:00:00
1489,44.0,15.7,1007.3,0.0,WSW,2.3,2013-02-05 01:00:00
1490,41.0,15.4,1007.2,0.0,SSW,2.0,2013-02-05 02:00:00
1491,38.0,15.9,1007.2,0.0,SW,2.0,2013-02-05 03:00:00
1492,38.0,15.6,1007.3,0.0,WSW,0.8,2013-02-05 04:00:00
1493,49.0,14.0,1008.0,0.0,WSW,0.5,2013-02-05 05:00:00
1494,65.0,14.4,1008.4,0.0,SW,1.3,2013-02-05 06:00:00
1495,83.0,16.4,1008.6,0.0,W,1.1,2013-02-05 07:00:00
1496,84.0,17.9,1009.0,0.0,ENE,1.4,2013-02-05 08:00:00
1497,92.0,19.4,1008.4,0.0,NNW,0.9,2013-02-05 09:00:00
1498,98.0,21.2,1007.3,0.0,NE,1.4,2013-02-05 10:00:00
1499,87.0,22.7,1006.9,0.0,S,1.6,2013-02-05 11:00:00
1500,58.0,23.5,1005.9,0.0,SE,2.9,2013-02-05 12:00:00
1501,71.0,24.0,1005.2,0.0,SE,1.9,2013-02-05 13:00:00
1502,95.0,24.1,1004.1,0.0,SW,1.8,2013-02-05 14:00:00
1503,88.0,24.2,1003.2,0.0,S,2.2,2013-02-05 15:00:00
1504,96.0,23.6,1002.9,0.0,ESE,2.1,2013-02-05 16:00:00
1505,105.0,22.9,1002.9,0.0,SSE,1.7,2013-02-05 17:00:00
1506,100.0,21.2,1003.4,0.0,ESE,2.8,2013-02-05 18:00:00
1507,87.0,20.2,1004.3,0.0,ESE,2.2,2013-02-05 19:00:00
1508,82.0,19.2,1005.4,0.0,SE,2.8,2013-02-05 20:00:00
1509,166.0,17.9,1006.7,0.0,ENE,1.4,2013-02-05 22:00:00
1510,90.0,17.0,1008.2,0.0,ENE,0.7,2013-02-05 23:00:00
2230,54.0,20.6,1001.9,0.0,SE,2.0,2013-02-06 00:00:00
2231,61.0,19.7,1001.9,0.0,SSE,1.2,2013-02-06 01:00:00
2232,60.0,18.0,1001.4,0.0,W,0.5,2013-02-06 02:00:00
2233,64.0,17.2,1001.4,0.0,NNE,0.8,2013-02-06 03:00:00
2234,70.0,17.7,1001.5,0.0,ENE,0.7,2013-02-06 04:00:00
2235,119.0,17.3,1001.4,0.0,ESE,0.0,2013-02-06 05:00:00
2236,151.0,19.7,1001.7,0.0,SW,0.9,2013-02-06 06:00:00
2237,202.0,20.5,1001.0,0.0,SW,0.9,2013-02-06 07:00:00
2238,211.0,21.4,1001.2,0.0,NW,0.9,2013-02-06 08:00:00
2239,230.0,21.6,1000.7,0.0,NNE,1.6,2013-02-06 09:00:00
2240,228.0,22.1,1000.1,0.0,NNE,0.9,2013-02-06 10:00:00
2241,232.0,22.7,999.7,0.0,SE,1.8,2013-02-06 11:00:00
2242,250.0,24.1,998.2,0.0,SE,1.2,2013-02-06 12:00:00
2243,221.0,25.3,997.9,0.0,ESE,1.3,2013-02-06 13:00:00
2244,229.0,25.6,997.1,0.0,SE,1.9,2013-02-06 14:00:00
2245,235.0,25.6,996.4,0.0,E,1.5,2013-02-06 15:00:00
2246,184.0,25.8,995.9,0.0,ESE,1.5,2013-02-06 16:00:00
2247,152.0,25.9,995.7,0.0,ENE,1.3,2013-02-06 17:00:00
2248,121.0,24.4,996.3,0.0,N,2.0,2013-02-06 18:00:00
2249,121.0,23.4,996.8,0.0,NE,0.8,2013-02-06 19:00:00
2250,121.0,22.9,997.7,0.0,NNE,1.2,2013-02-06 20:00:00
2251,122.0,22.8,998.3,0.0,NNE,1.1,2013-02-06 21:00:00
2252,118.0,21.8,998.3,0.0,NNE,0.5,2013-02-06 22:00:00
2253,133.0,20.9,998.0,0.0,E,0.6,2013-02-06 23:00:00
2947,37.0,21.1,989.9,10.1,NE,2.7,2013-02-07 00:00:00
2948,30.0,21.1,989.3,0.1,NNE,1.8,2013-02-07 01:00:00
2949,12.0,21.1,989.0,0.0,NE,1.2,2013-02-07 02:00:00
2950,9.0,20.9,989.1,0.0,NE,1.9,2013-02-07 03:00:00
2951,12.0,21.0,989.0,0.0,NE,3.0,2013-02-07 04:00:00
2952,11.0,21.8,989.4,0.0,NE,1.8,2013-02-07 05:00:00
2953,12.0,23.0,990.0,0.0,NE,1.5,2013-02-07 06:00:00
2954,13.0,26.2,990.8,0.0,NNE,2.7,2013-02-07 07:00:00
2955,11.0,28.9,991.1,0.0,NNE,2.5,2013-02-07 08:00:00
2956,11.0,30.7,991.1,0.0,NNW,1.7,2013-02-07 09:00:00
2957,11.0,31.7,991.4,0.0,WNW,2.0,2013-02-07 10:00:00
2958,7.0,32.2,991.2,0.0,W,1.9,2013-02-07 11:00:00
2959,7.0,33.4,990.8,0.0,WSW,1.8,2013-02-07 12:00:00
2960,4.0,35.3,989.8,0.0,N,3.4,2013-02-07 13:00:00
